SN,LIFNR,NAME1,STRAS
1583,T-K515A30,Sapsota Company Limited,Industriepark 48
1584,T-K515C01,Spedition Gruber,Industriestr. 34
1585,T-K515C02,Spedition Gruber,Industriestr. 34
1586,T-K515C03,Spedition Gruber,Industriestr. 34
1587,T-K515C04,Spedition Gruber,Industriestr. 34
1588,T-K515C05,Spedition Gruber,Industriestr. 34
1589,T-K515C06,Spedition Gruber,Industriestr. 34
1590,T-K515C07,Spedition Gruber,Industriestr. 34
1591,T-K515C08,Spedition Gruber,Industriestr. 34
1592,T-K515C09,Spedition Gruber,Industriestr. 34
1593,T-K515C10,Spedition Gruber,Industriestr. 34
1594,T-K515C11,Spedition Gruber,Industriestr. 34
1595,T-K515C12,Spedition Gruber,Industriestr. 34
1596,T-K515C13,Spedition Gruber,Industriestr. 34
1597,T-K515C14,Spedition Gruber,Industriestr. 34
1598,T-K515C15,Spedition Gruber,Industriestr. 34
1599,T-K515C16,Spedition Gruber,Industriestr. 34
1600,T-K515C17,Spedition Gruber,Industriestr. 34
1601,T-K515C19,Spedition Gruber,Industriestr. 34
1602,T-K515C20,Spedition Gruber,Industriestr. 34
1603,T-K515C21,Spedition Gruber,Industriestr. 34
1604,T-K515C22,Spedition Gruber,Industriestr. 34
1605,T-K515C23,Spedition Gruber,Industriestr. 34
1606,T-K515C24,Spedition Gruber,Industriestr. 34
1607,T-K515C25,Spedition Gruber,Industriestr. 34
1608,T-K515C26,Spedition Gruber,Industriestr. 34
1609,T-K515C27,Spedition Gruber,Industriestr. 34
1610,T-K515C28,Spedition Gruber,Industriestr. 34
1611,T-K515C29,Spedition Gruber,Industriestr. 34
1612,T-K515C30,Spedition Gruber,Industriestr. 34
1613,T-K515D07,Electronic Components Distributor,1082 Tower Lane
1614,T-K515D08,Electronic Components Distributor,1082 Tower Lane
1615,T-K515D09,Electronic Components Distributor,1082 Tower Lane
1616,T-K515D10,Electronic Components Distributor,1082 Tower Lane
1617,T-K515D29,Electronic Components Distributor,1082 Tower Lane
1618,T-K515D30,Electronic Components Distributor,1082 Tower Lane
1619,T-K540A01,Allround Services G,Am Rotenberg 9
1620,T-K540A02,Allround Services G,Am Rotenberg 9
1621,T-K540A03,Allround Services G,Am Rotenberg 9
1622,T-K540A04,Allround Services G,Am Rotenberg 9
1623,T-K540A05,Allround Services G,Am Rotenberg 9
1624,T-K540A06,Allround Services G,Am Rotenberg 9
1625,T-K540A07,Allround Services G,Am Rotenberg 9
1626,T-K540A08,Allround Services G,Am Rotenberg 9
1627,T-K540A09,Allround Services G,Am Rotenberg 9
1628,T-K540A10,Allround Services G,Am Rotenberg 9
1629,T-K540A11,Allround Services G,Am Rotenberg 9
1630,T-K540A12,Allround Services G,Am Rotenberg 9
1631,T-K540A13,Allround Services G,Am Rotenberg 9
1632,T-K540A14,Allround Services G,Am Rotenberg 9
1633,T-K540A15,Allround Services G,Am Rotenberg 9
1634,T-K540A16,Allround Services G,Am Rotenberg 9
1635,T-K540A17,Allround Services G,Am Rotenberg 9
1636,T-K540A18,Allround Services G,Am Rotenberg 9
1637,T-K540A19,Allround Services G,Am Rotenberg 9
1638,T-K540A20,Allround Services G,Am Rotenberg 9
1639,T-K540B00,ISG Innovative Services GmbH,Industriestrasse 16
1640,T-K540B01,ISG Innovative Services GmbH,Industriestr. 16
1641,T-K540B02,ISG Innovative Services GmbH,Industriestr. 16
1642,T-K540B03,ISG Innovative Services GmbH,Industriestr. 16
1643,T-K540B04,ISG Innovative Services GmbH,Industriestr. 16
1644,T-K540B05,ISG Innovative Services GmbH,Industriestr. 16
1645,T-K540B06,ISG Innovative Services GmbH,Industriestr. 16
1646,T-K540B07,ISG Innovative Services GmbH,Industriestr. 16
1647,T-K540B08,ISG Innovative Services GmbH,Industriestr. 16
1648,T-K540B09,ISG Innovative Services GmbH,Industriestr. 16
1649,T-K540B10,ISG Innovative Services GmbH,Industriestr. 16
1650,T-K540B11,ISG Innovative Services GmbH,Industriestr. 16
1651,T-K540B12,ISG Innovative Services GmbH,Industriestr. 16
1652,T-K540B13,ISG Innovative Services GmbH,Industriestr. 16
1653,T-K540B14,ISG Innovative Services GmbH,Industriestr. 16
1654,T-K540B15,ISG Innovative Services GmbH,Industriestr. 16
1655,T-K540B16,ISG Innovative Services GmbH,Industriestr. 16
1656,T-K540B17,ISG Innovative Services GmbH,Industriestr. 16
1657,T-K540B18,ISG Innovative Services GmbH,Industriestr. 16
1658,T-K540B20,ISG Innovative Services GmbH,Industriestr. 16
1659,1103,ISG Innovative Services GmbH,Rosenheimer StraÃŸe 1132
1660,T-K540B19,ISG Innovative Services GmbH,Industriestr. 16
1661,T-K500A01,Motolux GmbH Gr.01,Sonnenweg 3
1662,T-K500A02,Motolux GmbH Gr.02,Sonnenweg 3
1663,T-K500A03,Motolux GmbH Gr.03,Sonnenweg 3
1664,T-K500A04,Motolux GmbH Gr.04,Sonnenweg 3
1665,T-K500A05,Motolux GmbH Gr.05,Sonnenweg 3
1666,T-K500A06,Motolux GmbH Gr.06,Sonnenweg 3
1667,T-K500A07,Motolux GmbH Gr.07,Sonnenweg 3
1668,T-K500A08,Motolux GmbH Gr.08,Sonnenweg 3
1669,T-K500A09,Motolux GmbH Gr.09,Sonnenweg 3
1670,T-K500A10,Motolux GmbH Gr.10,Sonnenweg 3
1671,T-K500A11,Motolux GmbH Gr.11,Sonnenweg 3
1672,T-K500A12,Motolux GmbH Gr.12,Sonnenweg 3
1673,T-K500A13,Motolux GmbH Gr.13,Sonnenweg 3
1674,T-K500A14,Motolux GmbH Gr.14,Sonnenweg 3
1675,T-K500A16,Motolux GmbH Gr.16,Sonnenweg 3
1676,T-K500A17,Motolux GmbH Gr.17,Sonnenweg 3
1677,T-K500A18,Motolux GmbH Gr.18,Sonnenweg 3
1678,T-K500A19,Motolux GmbH Gr.19,Sonnenweg 3
1679,T-K500A20,Motolux GmbH Gr.20,Sonnenweg 3
1680,T-K500A21,Motolux GmbH Gr.21,Sonnenweg 3
1681,T-K500A22,Motolux GmbH Gr.22,Sonnenweg 3
1682,T-K500A23,Motolux GmbH Gr.23,Sonnenweg 3
1683,T-K500A24,Motolux GmbH Gr.24,Sonnenweg 3
1684,T-K500A25,Motolux GmbH Gr.25,Sonnenweg 3
1685,T-K500A26,Motolux GmbH Gr.26,Sonnenweg 3
1686,T-K500A27,Motolux GmbH Gr.27,Sonnenweg 3
1687,T-K500A28,Motolux GmbH Gr.28,Sonnenweg 3
1688,T-K500A29,Motolux GmbH Gr.29,Sonnenweg 3
1689,T-K500A30,Motolux GmbH Gr.30,Sonnenweg 3
1690,T-K500C01,H.A.G. Potsdam Gr.01,SchopenhauerstraÃŸe 38
1691,T-K500C02,H.A.G. Potsdam Gr.02,SchopenhauerstraÃŸe 38
1692,T-K500C03,H.A.G. Potsdam Gr.03,SchopenhauerstraÃŸe 38
1693,T-K500C04,H.A.G. Potsdam Gr.04,SchopenhauerstraÃŸe 38
1694,T-K500C05,H.A.G. Potsdam Gr.05,SchopenhauerstraÃŸe 38
1695,T-K500C06,H.A.G. Potsdam Gr.06,SchopenhauerstraÃŸe 38
1696,T-K500C07,H.A.G. Potsdam Gr.07,SchopenhauerstraÃŸe 38
1697,T-K500C08,H.A.G. Potsdam Gr.08,SchopenhauerstraÃŸe 38
1698,T-K500C09,H.A.G. Potsdam Gr.09,SchopenhauerstraÃŸe 38
1699,T-K500C10,H.A.G. Potsdam Gr.10,SchopenhauerstraÃŸe 38
1700,T-K500C11,H.A.G. Potsdam Gr.11,SchopenhauerstraÃŸe 38
1701,T-K500C12,H.A.G. Potsdam Gr.12,SchopenhauerstraÃŸe 38
1702,T-K500C13,H.A.G. Potsdam Gr.13,SchopenhauerstraÃŸe 38
1703,T-K500C14,H.A.G. Potsdam Gr.14,SchopenhauerstraÃŸe 38
1704,T-K500C16,H.A.G. Potsdam Gr.16,SchopenhauerstraÃŸe 38
1705,T-K500C17,H.A.G. Potsdam Gr.17,SchopenhauerstraÃŸe 38
1706,T-K500C18,H.A.G. Potsdam Gr.18,SchopenhauerstraÃŸe 38
1707,T-K500C19,H.A.G. Potsdam Gr.19,SchopenhauerstraÃŸe 38
1708,T-K500C20,H.A.G. Potsdam Gr.20,SchopenhauerstraÃŸe 38
1709,T-K500C21,H.A.G. Potsdam Gr.21,SchopenhauerstraÃŸe 38
1710,T-K500C22,H.A.G. Potsdam Gr.22,SchopenhauerstraÃŸe 38
1711,T-K500C23,H.A.G. Potsdam Gr.23,SchopenhauerstraÃŸe 38
1712,T-K500C24,H.A.G. Potsdam Gr.24,SchopenhauerstraÃŸe 38
1713,T-K500C25,H.A.G. Potsdam Gr.25,SchopenhauerstraÃŸe 38
1714,T-K500C26,H.A.G. Potsdam Gr.26,SchopenhauerstraÃŸe 38
1715,T-K500C27,H.A.G. Potsdam Gr.27,SchopenhauerstraÃŸe 38
1716,T-K500C28,H.A.G. Potsdam Gr.28,SchopenhauerstraÃŸe 38
1717,T-K500C29,H.A.G. Potsdam Gr.29,SchopenhauerstraÃŸe 38
1718,T-K500C30,H.A.G. Potsdam Gr.30,SchopenhauerstraÃŸe 38
1719,T-K500D00,BÃ¼rohandel Leifritz GmbH Gr.00,MittermaierstraÃŸe 112
1720,T-K500D01,BÃ¼rohandel Leifritz GmbH Gr.01,MittermaierstraÃŸe 112
1721,T-K500D02,BÃ¼rohandel Leifritz GmbH Gr.02,MittermaierstraÃŸe 112
1722,T-K500D03,BÃ¼rohandel Leifritz GmbH Gr.03,MittermaierstraÃŸe 112
1723,T-K500D04,BÃ¼rohandel Leifritz GmbH Gr.04,MittermaierstraÃŸe 112
1724,T-K500D05,BÃ¼rohandel Leifritz GmbH Gr.05,MittermaierstraÃŸe 112
1725,T-K500D06,BÃ¼rohandel Leifritz GmbH Gr.06,MittermaierstraÃŸe 112
1726,T-K500D07,BÃ¼rohandel Leifritz GmbH Gr.07,MittermaierstraÃŸe 112
1727,T-K500D08,BÃ¼rohandel Leifritz GmbH Gr.08,MittermaierstraÃŸe 112
1728,T-K500D09,BÃ¼rohandel Leifritz GmbH Gr.09,MittermaierstraÃŸe 112
1729,T-K500D15,BÃ¼rohandel Leifritz GmbH Gr.15,MittermaierstraÃŸe 112
1730,T-K500D16,BÃ¼rohandel Leifritz GmbH Gr.16,MittermaierstraÃŸe 112
1731,T-K500D17,BÃ¼rohandel Leifritz GmbH Gr.17,MittermaierstraÃŸe 112
1732,T-K500D18,BÃ¼rohandel Leifritz GmbH Gr.18,MittermaierstraÃŸe 112
1733,T-K500D19,BÃ¼rohandel Leifritz GmbH Gr.19,MittermaierstraÃŸe 112
1734,T-K500D20,BÃ¼rohandel Leifritz GmbH Gr.20,MittermaierstraÃŸe 112
1735,T-K500D21,BÃ¼rohandel Leifritz GmbH Gr.21,MittermaierstraÃŸe 112
1736,T-K500D22,BÃ¼rohandel Leifritz GmbH Gr.22,MittermaierstraÃŸe 112
1737,T-K500D23,BÃ¼rohandel Leifritz GmbH Gr.23,MittermaierstraÃŸe 112
1738,T-K500D24,BÃ¼rohandel Leifritz GmbH Gr.24,MittermaierstraÃŸe 112
1739,T-K500D25,BÃ¼rohandel Leifritz GmbH Gr.25,MittermaierstraÃŸe 112
1740,T-K500D26,BÃ¼rohandel Leifritz GmbH Gr.26,MittermaierstraÃŸe 112
1741,T-K500D27,BÃ¼rohandel Leifritz GmbH Gr.27,MittermaierstraÃŸe 112
1742,T-K500D28,BÃ¼rohandel Leifritz GmbH Gr.28,MittermaierstraÃŸe 112
1743,T-K500D29,BÃ¼rohandel Leifritz GmbH Gr.29,MittermaierstraÃŸe 112
1744,T-K500D30,BÃ¼rohandel Leifritz GmbH Gr.30,MittermaierstraÃŸe 112
1745,T-K500E01,Elektroblitz GmbH Gr.01,MozartstraÃŸe 12
1746,T-K500E02,Elektroblitz GmbH Gr.02,MozartstraÃŸe 12
1747,T-K500E03,Elektroblitz GmbH Gr.03,MozartstraÃŸe 12
1748,T-K500E04,Elektroblitz GmbH Gr.04,MozartstraÃŸe 12
1749,T-K500E05,Elektroblitz GmbH Gr.05,MozartstraÃŸe 12
1750,T-K500E06,Elektroblitz GmbH Gr.06,MozartstraÃŸe 12
1751,T-K500E07,Elektroblitz GmbH Gr.07,MozartstraÃŸe 12
1752,T-K500E08,Elektroblitz GmbH Gr.08,MozartstraÃŸe 12
1753,T-K500E09,Elektroblitz GmbH Gr.09,MozartstraÃŸe 12
1754,T-K500E10,Elektroblitz GmbH Gr.10,MozartstraÃŸe 12
1755,T-K500E11,Elektroblitz GmbH Gr.11,MozartstraÃŸe 12
1756,T-K500E12,Elektroblitz GmbH Gr.12,MozartstraÃŸe 12
1757,T-K500E13,Elektroblitz GmbH Gr.13,MozartstraÃŸe 12
1758,T-K500E14,Elektroblitz GmbH Gr.14,MozartstraÃŸe 12
1759,T-K500E16,Elektroblitz GmbH Gr.16,MozartstraÃŸe 12
1760,T-K500E17,Elektroblitz GmbH Gr.17,MozartstraÃŸe 12
1761,T-K500E18,Elektroblitz GmbH Gr.18,MozartstraÃŸe 12
1762,T-K500E19,Elektroblitz GmbH Gr.19,MozartstraÃŸe 12
1763,T-K500E20,Elektroblitz GmbH Gr.20,MozartstraÃŸe 12
1764,T-K500E21,Elektroblitz GmbH Gr.21,MozartstraÃŸe 12
1765,T-K500E22,Elektroblitz GmbH Gr.22,MozartstraÃŸe 12
1766,T-K500E23,Elektroblitz GmbH Gr.23,MozartstraÃŸe 12
1767,T-K500E24,Elektroblitz GmbH Gr.24,MozartstraÃŸe 12
1768,T-K500E25,Elektroblitz GmbH Gr.25,MozartstraÃŸe 12
1769,T-K500E26,Elektroblitz GmbH Gr.26,MozartstraÃŸe 12
1770,T-K500E27,Elektroblitz GmbH Gr.27,MozartstraÃŸe 12
1771,T-K500E28,Elektroblitz GmbH Gr.28,MozartstraÃŸe 12
1772,T-K500E29,Elektroblitz GmbH Gr.29,MozartstraÃŸe 12
1773,T-K500E30,Elektroblitz GmbH Gr.30,MozartstraÃŸe 12
1774,IS_VEND1,Shanghai Supply Company,2300 HongQiao Road
1775,IS_VEND4,Port of Los Angeles,425 S. Palos Verdes Street
1776,LUKENS,Manufacturer Lukens Steel Corp.,1000 Main Street
1777,REYNOLDS,Manufacturer Reynolds Metals,23 Reynolds Plaza
1778,S62002,Brian Jordan,2630 West Alameda Avenue
1779,S62003,Mark Wieber,1480 South Colorado Boulevard
1780,S62010,Carla Paulson,606 Corona Street
1781,T-K500A15,Motolux GmbH Gr.15,Sonnenweg 3
1782,T-K500C15,H.A.G. Potsdam Gr.15,SchopenhauerstraÃŸe 38
1783,T-K500E15,Elektroblitz GmbH Gr.15,MozartstraÃŸe 12
1784,T-K500R01,AluCast AG&Co.KG Gr.01,Liebigstrasse 34
1785,T-K500R02,AluCast AG&Co.KG Gr.02,Liebigstrasse 34
1786,T-K500R03,AluCast AG&Co.KG Gr.03,Liebigstrasse 34
1787,T-K500R04,AluCast AG&Co.KG Gr.04,Liebigstrasse 34
1788,T-K500R05,AluCast AG&Co.KG Gr.05,Liebigstrasse 34
1789,T-K500R06,AluCast AG&Co.KG Gr.06,Liebigstrasse 34
1790,T-K500R07,AluCast AG&Co.KG Gr.07,Liebigstrasse 34
1791,T-K500R08,AluCast AG&Co.KG Gr.08,Liebigstrasse 34
1792,T-K500R09,AluCast AG&Co.KG Gr.09,Liebigstrasse 34
1793,T-K500R10,AluCast AG&Co.KG Gr.10,Liebigstrasse 34
1794,T-K500R11,AluCast AG&Co.KG Gr.11,Liebigstrasse 34
1795,T-K500R12,AluCast AG&Co.KG Gr.12,Liebigstrasse 34
1796,T-K500R13,AluCast AG&Co.KG Gr.13,Liebigstrasse 34
1797,T-K500R14,AluCast AG&Co.KG Gr.14,Liebigstrasse 34
1798,T-K500R15,AluCast AG&Co.KG Gr.15,Liebigstrasse 34
1799,T-K500R16,AluCast AG&Co.KG Gr.16,Liebigstrasse 34
1800,T-K500R17,AluCast AG&Co.KG Gr.17,Liebigstrasse 34
1801,T-K500R18,AluCast AG&Co.KG Gr.18,Liebigstrasse 34
1802,T-K500R19,AluCast AG&Co.KG Gr.19,Liebigstrasse 34
1803,T-K500R20,AluCast AG&Co.KG Gr.20,Liebigstrasse 34
1804,T-K500R21,AluCast AG&Co.KG Gr.21,Liebigstrasse 34
1805,T-K500R22,AluCast AG&Co.KG Gr.22,Liebigstrasse 34
1806,T-K500R23,AluCast AG&Co.KG Gr.23,Liebigstrasse 34
1807,T-K500R24,AluCast AG&Co.KG Gr.24,Liebigstrasse 34
1808,T-K500R25,AluCast AG&Co.KG Gr.25,Liebigstrasse 34
1809,T-K500R26,AluCast AG&Co.KG Gr.26,Liebigstrasse 34
1810,T-K500R27,AluCast AG&Co.KG Gr.27,Liebigstrasse 34
1811,T-K500R28,AluCast AG&Co.KG Gr.28,Liebigstrasse 34
1812,T-K500R29,AluCast AG&Co.KG Gr.29,Liebigstrasse 34
1813,T-K500R30,AluCast AG&Co.KG Gr.30,Liebigstrasse 34
1814,VALENCIA,Manufacturer Valencia Foundry,2300 McBean Parkway
1815,5,Safety Clean Inc.,Desoto Road
1816,50,Central Logistics Inc.,Greenhill Road
1817,3102,Christian Barth,Truderinger StraÃŸe 328a
1818,3103,Werner GmbH & Co.,Stahlgruber Ring 7a
1819,3104,AAB WurmbÃ¶ck GmbH,Maria-Probst-StraÃŸe 28
1820,3105,KAGO Schornsteinbau,Nymphenburger StraÃŸe 125
1821,3106,StÃ¤dtische Wasserwerke MÃ¼nchen,InfrantriestraÃŸe 8
1822,3425,ACME Supply Company,1500 N. Broadway
1823,3556,IDES Bottles Manufacturing Inc.,10-15 Washington Blvd.
1824,3557,Ides Can Manufacturing,22-27 Lincoln St
1825,3815,EGS America,1601 South Columbus Blvd.
1826,5591,TX Electronics,25 Miller Street
1827,9901,Keller,
1828,9902,Jansen,
1829,9903,Neubauer,
1830,9904,Maier,
1831,9905,Schmidtrohr,
1832,9906,Rickes,
1833,9907,Mannheim,
1834,9908,Boss,
1835,9909,Miller,
1836,9910,Kuhl-Mayer,
1837,9911,Tom Bender,Walldorfer Strasse 1
1838,9912,Ellen Rilke,Schillerstr. 2
1839,9913,Jan Hoffmann,Rohrbacherstr. 25
1840,10010,John Smith,5 Westbrook Center
1841,10018,Linda Smythe,1905 Midwest Club
1842,10019,Karen Mitchell,2135 Halstead
1843,10800,Frank Abbott,123 Main Street
1844,100083,JeremyXWilson,1425 34th Avenue
1845,100085,Tom Peterson,4727 Market Street
1846,100086,Michael Ryan,1313 Peachtree Blvd
1847,100089,Matthew Black,13 Wilde Ave
1848,100090,George Metzger,2254 Broadway
1849,100091,Karen Altobelli,828 Magee Avenue
1850,100092,Jerry Wagner,31541 Eagle St.
1851,100093,Jennifer Esposito,135 Highview Avenue
1852,100094,Mark Taylor,18101 Von Karman Ave
1853,100097,Debbie Davis,18017 S. Sayre
1854,100098,Jordan Standford,28 Oak Lane
1855,100099,Linda Stevens,28 Oak Lane
1856,100100,Bob Wolfe,28 Oak Lane
1857,100101,Mr David Roberts,13 Wilde Ave
1858,100102,Ms Kelly King,135 Highview Avenue
1859,100103,Ms Samantha Tilman,135 Highview Avenue
1860,100104,Mrs Ethel Palm-Ethel Ballman,3798 Halisport Lane
1861,100105,Gregory Maddux,100 Strikeout Blvd.
1862,100365,Med Supply Inc.,109 Oxford Street
1863,100366,IT Ware Ltd.,26-5 Court Street
1864,100367,Kramer GmbH,Vaalser Str. 34
1865,100363,Barlow & Son,2090 Randolph Avenue
1866,100364,Muster IT GmbH,Lange Strasse 12
1867,100370,Stoll Laborbedarf,OderstraÃŸe 129
1868,100371,Femur & Tibia,Via Savona 116
1869,100368,Westwood,4010 Pacific Coast Highway
1870,100369,Leblon,12 Rue Dumas
1871,3902,SCT Inc.,2727 Cornhusker Dr
1872,AG9999,ASAHI GLASS LLP,91/115
1873,ARK999,ARKANSAS LLC,Nov-91
1874,SFK999,SFK SUPPLIERS,Nov-91
1875,MU9999,MAFOOS ULTRA,91/115
1876,BPA999,BPA LLC,Nov-91
1877,FAIR999,FAIRBROTHER LLC,11/91 MIXER ALLEY
1878,MC9999,MAKER CHECKER,91/115 SOTHY STREET
1879,LM9999,LOCKHEED MARTIN,91/112
1880,PR9999,PRISM LLP,Nov-91
1881,SG9999,SAFETY GEAR,91/115
1882,TM9999,TECHMONT LLC,Nov-91
1883,SGB999,SAINT GOBAIN,91/114
1884,3015,White&Black Inc,3015 Lincoln Blvd
1885,FOURNI,Fournisseur Type,123 rue principal
1886,R3000,Allfresh Inc.,235 South Street
1887,R3002,Meyer Hardware Inc.,136 South Hollow Road
1888,R3004,Mingh wah,2525 Greenwood Street
1889,S201,PA Court of Common Pleas,
1890,S61011,Frederike Sandmann,ZÃ¤hringer Tor 13
1891,S61022,Anke Jordan,Altengammer Elbdeich 162
1892,S61025,Petra Heger,DrÃ¶ge Wisch 19
1893,S61028,Waltraud Horn,Kaiserstuhl 32
1894,S61035,Lars Jucken,Boberger Str. 121
1895,S61036,Wilfried Penner,AlsterkrÃ¼ger Kehre 2
1896,S61039,Anke MittelstÃ¤dt,Neuer Deich 3
1897,S61040,Heiko Sievers,Am Steinberg 17
1898,S61041,Bianca Adler,Tempelhofer Damm 156
1899,S61042,Petra Lummitsch,SchlÃ¼terstr. 3
1900,S61043,Wolfgang Lummitsch,SchlÃ¼terstr. 3
1901,S61045,Reinhardt Grieger,MÃ¶llendorfstr. 34
1902,S61047,Siegfried GrÃ¤fe,Friedenstr. 9
1903,S61053,Harald Hauschildt,MÃ¼ggelstr. 25 A
1904,S61055,Anke Grajetzki,Str. am Friedrichshain 3
1905,S61062,Torsten Rast,Sonnenweg 48
1906,S61065,Max GÃ¶rtz,Forststr. 51
1907,S61070,Tanja Gottschleich,Siemensweg 25
1908,S61073,Saskia StÃ¶cker,Bachstr. 13
1909,S62026,Philis McLane,277 Dartmouth
1910,SRV-2,Allround Services GmbH,Am Rotenberg 9
1911,T-K500A00,Motolux GmbH Gr.00,Sonnenweg 3
1912,T-K500C00,H.A.G. Potsdam Gr.00,SchopenhauerstraÃŸe 38
1913,T-K540A00,Allround Services GmbH,Am Rotenberg 9
1914,UT-SUPPLY,Utilities Supply,1000 South Main Street
1915,VEND-97,American Sports Distributor,25 West Wilson Street
1916,VEND-98,Sports Distributors,BahnhofstraÃŸe 99
1917,VEND-99,Paper Suplies,Jakobalee  45
1918,VENDOR,Typical Vendor,1 principal
1919,1011,SKC Americas,100 E. Cleveland Ave
1920,200,SMP,1730 Industrial Plaza
1921,222,Express Vendor Inc,2550 North Racine Ave
1922,300,AluCast,900 Edison Ave. Suite 300
1923,424,Sedona Suppliers,3456 Red View Way
1924,1003,Gusswerk US,310 Marine Ave
1925,1101,ABC Dienstleistungs GmbH,IndustriestraÃŸe 1101
1926,1105,Harvey Building and Construction,Mainstreet 35-37
1927,1110,Illinois Utilities,100 N Jackson
1928,1150,P + S Technik,Industriestrasse 10-12
1929,1152,Camelot,Ringstrasse 22
1930,1500,EASTERN SUPPLY CO.,1000 BROAD STREET
1931,1570,Lenzmann Immobilien Verwaltung GmbH,ParkstraÃŸe 16
1932,1921,Global Insurances,PfisterstraÃŸe 10
1933,2100,EASTERN TRUCKING CO.,1200 WALNUT STREET
1934,2501,P4B Pistons for Brakes Inc.,2411 Thomas Edison Drive
1935,2502,Rubicon Steel & Components,9301 South M-221
1936,3555,IDES Packaging Inc.,55 West Industrial Drive
1937,3560,Metal Containers,222 East Pine Street
1938,3849,Staples,
1939,4256,Meyers Real Estate AG,Rankestrasse 56
1940,4445,Werk Hamburg (1000),Altersdorferstr. 13
1941,4910,D. & P. Forbes,2303 Jackson Av.
1942,5560,IDES Furnitures Inc.,Crossroad 10-17
1943,5579,Jones Inc.,100 George Washington Blvd
1944,5588,IDES Electronic Parts Inc,10 Summerset
1945,5589,IDES DIGSIG,330 Winston Pike
1946,5592,MH Electronics,7900 Broad Street
1947,5594,IDES SUS_ERS VENDOR,23-28 Crossroad
1948,6696,Pump Repair Services,
1949,9000,Anja MÃ¼ller,Gartenstr. 46
1950,5400,Requisite Online,899 Foerster St
1951,9999,IDES Lieferant,HauptstraÃŸe 10012
1952,13373,Simone Roth,Hauptstrasse 150
1953,20003,High Tech Metall GmbH,Goethestrasse 21
1954,99999,Ogden Manufacturing,Waters Streets 1001
1955,100038,Karen Holtzblatt,24 SAP Lane
1956,100078,Mrs Mary Steward,Main Street 5
1957,80000,SVR Valiant Diamond,1 Bloor St W
1958,80001,TLC Spares Suppliers,4120 Yonge St
1959,CN_VN,Chinese Trading,2200 HongQiao Road
1960,100608,Contrele C.A,Calle Monagas 106
1961,91533,John Smith,2150 Main Street
1962,2315,MICHELIN,1810 Irvine Road
1963,SDS199,STEEL.CO,33 BULINGTON
1964,MA0001,Atlantic transformer service,RUE 26 N 1 LOT 2 ZONE INDUSTRIELLE
1965,MA0002,Electricity supplies Maroc,lot zone industrielle Tanger
1966,VENDOR555,VENDOR555,HOUSE NO 12
1967,YAMOTEST01,Yamolife,8550 Jean-Brillon
1968,PATEKAR,PATEKAR INT,A 101
1969,200078,SAINT GOBAIN,THANE WE WORK
1970,100671,Get-Woke International,
1971,200233,Max Bamboni,340 Mill Road
1972,200232,Goof Bobskiy,340 Mill Road
1973,5071,é«˜æ©‹å»ºè¨­,ç¥žè°·ç”º1ä¸ç›® 10-1
1974,3000,SFK SUPPLIERS,7890 Broad Street
1975,200351,Antonio de Antoni,Via di tutti gli Antonio 13
1976,200350,Mario Rossi,Via dei Rossi 177
1977,200352,Coffee Supplies UC,
1978,200353,Hans Maximilian MÃ¼ller,17 Loretto Platz
1979,200354,Filippo de Filippi,11 Via Filippo Filippi
1980,200355,Petra Pietri,22 Via dei Massi e dei Sassolini
1981,200356,Vendotutto srl,166 Via della Vendita farlocca
1982,200357,Pasquale Lo Squalo,99 Via dello squalo bianco
1983,200359,Alberto Einstein,101 Via dei Cervelloni e dei Geni
1984,FR-2200,IDES France,1 Defense Plaza
1985,FR-2201,IDES FRance Subsidiary,140 Boulevard hausmann
1986,JML-2124,Vendor - Net w/ customer,846 Hope
1987,4447,Plant Dallas 3500,14021 Noel Road
1988,R3001,Omnimum Inc.,27425 Torrance Blvd
1989,R3003,,
1990,R301,DC R301,1424 16th Avenue SW
1991,RFDC,Reference DC,6 refstreet
1992,SP-3011,Worldwide Supply Sensations,123 Elm
1993,VE1100,Debitor for plant 1100,Rosenthaler Grenzweg 12
1994,VE1300,Vendor for plant 1300,Theodor-Stern-Kai 2
1995,VE1400,Vendor for plant 1400,Haeberle Weg 2
1996,VE2200,Plant Paris,31 Rue des Erables
1997,VE2220,Plant Distibution Center Nantes,31 Rue des Erables
1998,VE2230,Plant Distribution Center Tours,31 Avenue Charles de Gaulle
1999,VE2240,Plant Distribution Center Marseille,31 Rue du Vieux Port
2000,VE3400,Plant 3400,3101 Broadway
2001,VE3700,PLant3700,38 International Drive
2002,VE4513,Vendor for plant 4513,370 Keewatin Street
2003,VE4520,Vendor for plant 4520,4120 Yonge Street
2004,VE4530,Vendor for plant 4530,
2005,ALFA,ALFA,14 rue des Acacias
2006,R300,DC R300,17632 Desert Road
2007,1004,Jones Ltd.,Oxford road 7
2008,1005,PAQ Deutschland GmbH,Haupstrasse 122
2009,1006,Blacks AG,Mainzer StraÃŸe 97
2010,1008,Motor constructions Ltd.,Coal road  117
2011,1009,Parts & Pipes,Schillerstr.5
2012,1014,Herrmann & Riemer,RunerthalstraÃŸe 1
2013,1020,Grosshandel-Baden USA,Kafertaler Str. 12
2014,1021,NoeÂ´Tech Company AG,Tittisee Ring 31
2015,1022,MaxÂ´Grosshandel,Industriestrasse 29
2016,1032,Wesson Ltd.,Sweetgumroad
